企业名称,宣讲地点,宣讲时间,宣讲场地
震旦集团旭日升大学生职业训练营,广西-桂林市,2019-01-04, 雁山校区校园招聘中心宣讲室（一）
北京超图软件股份有限公司专场招聘会,广西-桂林市,2018-12-26, 雁山校区校园招聘中心宣讲室（一）
华能新能源股份有限公司广西分公司专场招聘会,广西-桂林市,2018-12-20, 雁山校区校园招聘中心宣讲室（二）
信昌集团-大碧头国际旅游度假区招聘会,广西-桂林市,2018-12-20, 雁山校区校园招聘中心宣讲室（二）
震旦集团旭日升大学生职业训练营,广西-桂林市,2018-12-14, 雁山校区校园招聘中心宣讲室（一）
柳州市建筑设计科学研究院校园专场招聘会,广西-桂林市,2018-12-14, 雁山校区校园招聘中心宣讲室（一）
广西沃航电子设备有限公司（vivo广西）宣讲会,广西-桂林市,2018-12-13, 屏风校区校园招聘中心宣讲室（图书馆一楼南侧）
