企业名称,宣讲地点,宣讲时间,宣讲场地
恒大集团有限公司,昆明理工大学,2018-10-18,呈贡校区建工200报告厅
浙江巴陵恒逸己内酰胺有限责任公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋102
云南趣码教育科技有限公司,昆明理工大学,2018-10-18,莲华校区管经楼406教室
云南趣码教育科技有限公司,昆明理工大学,2018-10-18,莲华校区管经楼406教室
云南银雁金融外包服务有限公司,云南师范大学文理学院,2018-10-18,招聘室（三号公寓超市旁）
昆明万科房地产开发有限公司,云南财经大学,2018-10-18,凌媒南附301
企恒有限公司,云南财经大学,2018-10-18,凌媒南305
益海嘉里食品营销有限公司昆明分公司,西南林业大学,2018-10-18,新校区就业创业实训基地一楼报告厅
山东恒邦冶炼股份有限公司,云南大学滇池学院,2018-10-18,三号学思楼409多媒体教室
燕京啤酒（昆明）有限公司,云南财经大学,2018-10-18,凌媒南附201
云锡文山锌铟冶炼有限公司,昆明理工大学,2018-10-18,莲华校区冶能楼407
东莞市永义家具有限公司,西南林业大学,2018-10-18,工学楼808材料学院会议室
文山海螺水泥有限责任公司,云南农业大学,2018-10-18,农学楼0221
浙江宇视科技有限公司,昆明理工大学,2018-10-18,呈贡校区计算中心100报告厅（200人）
中审众环会计师事务所（特殊普通合伙）云南亚太分所,昆明理工大学,2018-10-18,新迎校区润泽楼202
上汽依维柯红岩商用车有限公司,昆明理工大学,2018-10-18,呈贡校区博文楼100报告厅（364人）
中铁建设集团西南分公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋105
中国平安财产保险股份有限公司云南分公司,昆明理工大学,2018-10-18,呈贡校区信自楼617
云南志在教育投资有限公司,云南师范大学文理学院,2018-10-18,招聘室（三号公寓超市旁）
云南志在教育投资有限公司,云南师范大学文理学院,2018-10-18,招聘室（三号公寓超市旁）
云南城投众和装饰有限公司,昆明理工大学,2018-10-18,公教楼410
昆明蓝光滇池文化旅游发展有限公司,昆明理工大学,2018-10-18,呈贡校区建工200报告厅
双环传动（嘉兴）精密制造有限公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋101
山东新时代药业有限公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋102
云南苏宁易购销售有限公司,昆明理工大学,2018-10-18,新迎校区明虹楼报告厅
昆明丽都医疗美容医院有限公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋104
天职国际会计师事务所（特殊普通合伙）云南分所,昆明理工大学,2018-10-18,新迎校区润泽楼101
昆明市五华区树心教育培训学校,云南民族大学,2018-10-18,广智院A-214
云南建投钢结构股份有限公司,云南民族大学,2018-10-18,广智院A-517
蓝月亮（中国）有限公司,云南民族大学,2018-10-18,广智院A-411
厦门三安光电有限公司,云南民族大学,2018-10-18,广智院B-115
扬子江药业集团有限公司,云南民族大学,2018-10-18,广智院A-113
贵州正业国际工程企业管理集团有限公司,云南民族大学,2018-10-18,广智院B-411
深圳市诺普信农资销售有限公司成都分公司,云南民族大学,2018-10-18,广智院B-313
企恒有限公司,云南民族大学,2018-10-18,广智院A-413
企恒有限公司,云南民族大学,2018-10-18,广智院A-413
圣象集团有限公司,西南林业大学,2018-10-18,新校区就业创业实训基地一楼报告厅
四川航空股份有限公司,昆明理工大学,2018-10-18,呈贡校区信自楼100报告厅（324人）
云南建投第二安装工程公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋104
中国民用航空西南地区空中交通管理局云南分局,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋105
一汽红塔云南汽车制造有限公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋102
亚太森博（广东）纸业有限公司,昆明理工大学,2018-10-18,呈贡校区西北区教学楼B栋101
山东恒邦冶炼股份有限公司,云南财经大学,2018-10-18,凌媒南附201
北京东方雨虹防水技术股份有限公司,云南民族大学,2018-10-17,广靖院A-513
福建六建集团有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋104
云南东风南方汽车销售服务有限公司,昆明理工大学,2018-10-17,新迎校区明虹楼报告厅
扬子江药业集团有限公司,云南中医学院,2018-10-17,教学楼3304
中国市政工程中南设计研究总院有限公司,昆明理工大学,2018-10-17,呈贡校区建工200报告厅
迪卡侬（上海）体育用品有限公司昆明广福路分公司,昆明理工大学,2018-10-17,莲华校区管经楼406教室
昆明贝泰妮生物科技有限公司,云南财经大学,2018-10-17,学生服务大厅
云南九机电子产品有限公司（九机网）,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋102
云南九机电子产品有限公司（九机网）,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋102
山东恒邦冶炼股份有限公司,昆明理工大学,2018-10-17,莲华校区冶能楼407
广西汽车集团有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋101
杭州巨峰科技有限公司,昆明理工大学,2018-10-17,呈贡校区博文楼100报告厅
云南建投钢结构股份有限公司,西南林业大学,2018-10-17,新校区就业创业实训基地一楼报告厅
深圳市维也纳国际酒店管理有限公司,云南财经大学,2018-10-17,凌媒南303
云南云投新奥燃气有限公司,昆明理工大学,2018-10-17,呈贡校区信自楼100报告厅（324人）
深圳百果园实业发展有限公司,云南农业大学,2018-10-17,7号教学楼B区205教室(周三）
中国水利水电第六工程局有限公司,云南农业大学,2018-10-17,七号教学楼B区501（周三）
东原房地产开发集团有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋105
四川志德岩土工程有限责任公司,昆明理工大学,2018-10-17,呈贡校区建工楼315
江苏永钢集团有限公司,昆明理工大学,2018-10-17,呈贡校区电力楼422
昆明世纪金源大饭店有限公司,云南农业大学,2018-10-17,逸夫楼B504（周三）
中国光大银行股份有限公司昆明分行,云南农业大学,2018-10-17,逸夫楼C307（周三）
恒大集团有限公司,云南农业大学,2018-10-17,7号教学楼B区307教室（周三）
冀凯河北机电科技有限公司,云南农业大学,2018-10-17,逸夫楼B区403（周三）
冀凯河北机电科技有限公司,云南农业大学,2018-10-17,逸夫楼B区403（周三）
中山市华盛家具制造有限公司,云南农业大学,2018-10-17,尚农楼4-11（周三）
昆明诺仕达企业（集团）有限公司,云南财经大学,2018-10-17,学生服务大厅
宁波亚虎进出口有限公司,西南林业大学,2018-10-17,新校区就业创业实训基地一楼报告厅
中铁二局集团有限公司,云南农业大学,2018-10-17,七号教学楼B区402教室（周三）
云南建投第一水利水电建设有限公司,云南农业大学,2018-10-17,尚农楼3-11（周三）
晶科能源有限公司,昆明理工大学,2018-10-17,莲华校区冶能楼407
山东新时代药业有限公司,昆明医科大学,2018-10-17,呈贡校区学生会堂209
文山海螺水泥有限责任公司,云南财经大学,2018-10-17,凌媒北502
昆明湘大骆驼饲料有限公司,云南农业大学,2018-10-17,逸夫楼B区405（周三）
中国大地财产保险股份有限公司云南分公司,云南农业大学,2018-10-17,7号教学楼B区401教室（周三）
上海呼鹰航空科技有限公司,云南农业大学,2018-10-17,7号教学楼B区305教室（周三）
昆明贝泰妮生物科技有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋101
华信咨询设计研究院有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋104
锐捷网络股份有限公司,昆明理工大学,2018-10-17,呈贡校区信自楼100报告厅
中国人寿保险股份有限公司昆明分公司,云南师范大学文理学院,2018-10-17,龙泉校区综合楼504
中国人寿保险股份有限公司昆明分公司,云南师范大学文理学院,2018-10-17,龙泉校区综合楼504
中国有色金属工业第六冶金建设有限公司,昆明理工大学,2018-10-17,呈贡校区建筑200报告厅
云南创佳楼宇科技工程有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋102
四川铁科建设监理有限公司,昆明理工大学,2018-10-17,呈贡校区博文楼100报告厅
广东先导稀材股份有限公司,昆明理工大学,2018-10-17,莲华校区主楼812
重庆平伟汽车科技股份有限公司,昆明理工大学,2018-10-17,新迎校区明虹楼报告厅
中国石油国际事业有限公司,云南民族大学,2018-10-17,广智院B-105
燕京啤酒（昆明）有限公司,云南民族大学,2018-10-17,广智院A-216
云南建投第二建设有限公司,云南民族大学,2018-10-17,广智院A-210
湖南医药学院,昆明医科大学,2018-10-17,昆明医科大学呈贡校区学生会堂212
晶科能源有限公司,云南大学滇池学院,2018-10-17,三号学思楼409多媒体教室
广东坚朗五金制品股份有限公司,西南林业大学,2018-10-17,新校区就业创业实训基地一楼报告厅
厦门三安光电有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋101
贵州正业国际工程企业管理集团有限公司,云南财经大学,2018-10-17,学生服务大厅
中国水利水电第十四工程局有限公司,昆明理工大学,2018-10-17,莲华校区国土资源工程学院第一会议室
华鼎建筑装饰工程有限公司,昆明理工大学,2018-10-17,中心区教学楼218
华鼎建筑装饰工程有限公司,昆明理工大学,2018-10-17,中心区教学楼218
国家电投集团云南国际电力投资有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋104
文山海螺水泥有限责任公司,昆明理工大学,2018-10-17,新迎校区明虹楼报告厅
广东省电信规划设计院有限公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋102
中铁十二局集团有限公司,昆明理工大学,2018-10-17,呈贡校区博文楼100报告厅
鑫联环保科技股份有限公司个旧分公司,昆明理工大学,2018-10-17,呈贡校区西北区教学楼B栋105
昆明能讯科技有限责任公司,昆明理工大学,2018-10-17,呈贡校区信自楼617
江苏永钢集团有限公司,昆明理工大学,2018-10-17,莲华校区冶能楼407
山东恒邦冶炼股份有限公司,昆明理工大学,2018-10-17,莲华校区主楼812
燕京啤酒（昆明）有限公司,昆明理工大学,2018-10-16,新迎校区明虹楼报告厅
北京华宇信息技术有限公司,昆明理工大学,2018-10-16,呈贡校区西北区教学楼B栋101
融创房地产集团有限公司,云南财经大学,2018-10-16,学生服务大厅
昆明怡泰祥珠宝有限公司,云南交通职业技术学院,2018-10-16,行知楼404
深圳学而思教育科技有限公司,昆明理工大学,2018-10-16,呈贡校区西北区教学楼B栋102
晶科能源有限公司,西南林业大学,2018-10-16,新校区就业创业实训基地一楼报告厅
新东方教育科技集团有限公司,昆明理工大学,2018-10-16,理学楼100
新东方教育科技集团有限公司,昆明理工大学,2018-10-16,理学楼100
昆明天禄商务咨询服务有限公司,昆明理工大学,2018-10-16,莲华校区管经楼406教室
昆明贝泰妮生物科技有限公司,昆明医科大学,2018-10-16,呈贡校区学生会堂209
中国民用航空西南地区空中交通管理局云南分局,云南财经大学,2018-10-16,凌媒南504
深圳市诺普信农资销售有限公司成都分公司,西南林业大学,2018-10-16,新校区就业创业实训基地一楼报告厅
四川准达信息技术股份有限公司,云南大学滇池学院,2018-10-16,理工学院安排教室
昆明蓝光滇池文化旅游发展有限公司,云南财经大学,2018-10-16,学生服务大厅
中铁二十三局集团有限公司,云南财经大学,2018-10-16,凌云楼北201
浙江吉利控股集团有限公司,昆明理工大学,2018-10-16,呈贡校区信自楼100报告厅
广东先导稀材股份有限公司,昆明理工大学,2018-10-16,呈贡校区西北区教学楼B栋102
珠海格力新元电子有限公司,昆明理工大学,2018-10-16,呈贡校区博文楼100报告厅
中国工商银行股份有限公司云南省分行,昆明理工大学,2018-10-16,呈贡校区西北区教学楼B栋101
江苏苏南建筑安装工程有限公司,昆明理工大学,2018-10-16,呈贡校区建工200报告厅
福建南方路面机械有限公司,昆明理工大学,2018-10-16,呈贡校区西北区教学楼B栋104
