企业名称,宣讲地点,宣讲时间,宣讲场地
浦东地区高校2019届毕业生秋季校园招聘会暨上海第二工业大学2019届毕业生秋季校园招聘会,上海第二工业大学,2018-11-16 13:00至2018-11-16 16:00,体育馆、网球场
上海市2018届高校毕业生春季校园招聘会暨二工大2018届毕业生春季校园招聘会（2018年3月28日）,上海第二工业大学,体育馆、网球场,
上海市2018届高校毕业生秋季校园招聘会暨港澳台侨毕业生专场招聘会（上海第二工业大学2018届毕业生春季校园招聘会）,上海第二工业大学,体育馆、乒乓球馆,
上海市2017届高校毕业生春季校园招聘会暨上海第二工业大学2017届毕业生春季校园招聘会,上海第二工业大学,体育馆、乒乓球馆,
